gs_name,gene_symbol,layer
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,PIP4K2B,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,PIP4K2C,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,PRKAA1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,PRKCB,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,PRKCD,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,PRKCQ,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,PRKCZ,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,PTPN1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,PTPN11,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,PTPN2,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,PTPRE,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,PTPRJ,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,RAF1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,RARRES2,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,RBM4,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,RBX1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,RELA,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,RHOQ,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,RPS6KB1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,RPS6KB2,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SERPINA12,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SESN3,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SH2B2,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SHC1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SIK2,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SIRT1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SLC27A4,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SLC2A8,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SLC39A14,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SMARCC1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SNX5,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SOCS1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SOCS3,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SOCS7,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SORBS1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SORL1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SOS1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SOS2,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,SREBF1,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,STXBP4,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,TNS2,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,TRIB3,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,TRIM72,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,TSC2,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,VWA2,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,ZBTB7B,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,ZNF106,canonical
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,ZNF592,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,ACACB,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,ACADM,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,ACTN3,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,ADCY10,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,ADIPOQ,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,ADIPOR1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,AKT1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,AKT2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,ARPP19,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,BCKDK,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,C1QTNF1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,C1QTNF12,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,C1QTNF3,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,CLK2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,CRY1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,DDB1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,DGAT2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,DGKQ,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,DYRK2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,EP300,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,EPM2AIP1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,ERFE,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,FBP1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,FOXK1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,FOXK2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,FOXO1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,GCG,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,GCK,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,GNB3,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,GNMT,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,GPLD1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,GSK3A,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,HMGB1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,IGF1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,IGF2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,IGFBP3,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,IGFBP4,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,INS,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,INSR,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,IRS1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,IRS2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,KAT2A,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,KAT2B,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,LCMT1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,LEP,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,LEPR,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,MIR103A1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,MIR107,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,MIR210,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,MLYCD,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,MST1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,MTCL2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,NCOA2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,NFE2L1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,NLN,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,NNMT,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,NR0B1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,NR3C1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,OGT,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PDK1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PDK2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PDK3,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PDK4,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PGP,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PHKA1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PHKG2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PMAIP1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PPARA,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PPARGC1A,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PPP1CA,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PPP1R3B,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PPP1R3E,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PPP1R3G,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PPP4R3A,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PPP4R3B,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PRKACA,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PRKAG1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PRKAG2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PRKAG3,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PRKN,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PTH,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,PTPN2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,RANBP2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,RORA,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,RORC,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,SDHAF3,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,SELENOS,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,SERPINA12,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,SESN2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,SIK1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,SIRT1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,SIRT6,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,SIRT7,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,SLC35B4,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,SLC45A3,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,SORBS1,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,TCF7L2,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,TFF3,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,TIGAR,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,TP53,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,USP7,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,WDR5,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,ZFP92,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,ZMPSTE24,canonical
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,ZNF692,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,ACACA,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,ACACB,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,AKT1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,AKT2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,AKT3,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,ARAF,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,BAD,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,BRAF,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,CALM1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,CALM2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,CALM3,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,CALML3,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,CALML5,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,CALML6,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,CBL,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,CBLB,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,CBLC,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,CRK,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,CRKL,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,EIF4E,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,EIF4E1B,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,EIF4E2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,EIF4EBP1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,ELK1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,EXOC7,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,FASN,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,FBP1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,FBP2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,FLOT1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,FLOT2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,FOXO1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,G6PC1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,G6PC2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,GCK,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,GRB2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,GSK3B,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,GYS1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,GYS2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,HK1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,HK2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,HK3,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,HRAS,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,IKBKB,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,INPP5D,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,INPP5K,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,INS,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,INSR,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,IRS1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,IRS2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,IRS4,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,KRAS,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,LIPE,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,MAP2K1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,MAP2K2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,MAPK1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,MAPK10,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,MAPK3,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,MAPK8,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,MAPK9,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,MKNK1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,MKNK2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,MTOR,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,NRAS,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PCK1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PCK2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PDE3A,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PDE3B,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PDPK1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PHKA1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PHKA2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PHKB,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PHKG1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PHKG2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PIK3CA,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PIK3CB,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PIK3CD,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PIK3CG,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PIK3R1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PIK3R2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PIK3R3,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PIK3R5,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PKLR,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PPARGC1A,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PPP1CA,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PPP1CB,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PPP1CC,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PPP1R3A,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PPP1R3B,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PPP1R3C,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PPP1R3D,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKAA1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKAA2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKAB1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKAB2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKACA,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKACB,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKACG,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKAG1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKAG2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKAG3,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKAR1A,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKAR1B,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKAR2A,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKAR2B,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKCI,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKCZ,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PRKX,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PTPN1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PTPRF,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PYGB,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PYGL,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,PYGM,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,RAF1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,RAPGEF1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,RHEB,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,RHOQ,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,RPS6,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,RPS6KB1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,RPS6KB2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,RPTOR,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SH2B2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SHC1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SHC2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SHC3,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SHC4,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SLC2A4,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SOCS1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SOCS2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SOCS3,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SOCS4,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SORBS1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SOS1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SOS2,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,SREBF1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,TRIP10,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,TSC1,canonical
KEGG_INSULIN_SIGNALING_PATHWAY,TSC2,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ACAA1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ACADL,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ACADM,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ACOX1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ACOX2,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ACOX3,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ACSL1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ACSL3,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ACSL4,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ACSL5,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ACSL6,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ADIPOQ,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ANGPTL4,canonical
KEGG_PPAR_SIGNALING_PATHWAY,APOA1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,APOA2,canonical
KEGG_PPAR_SIGNALING_PATHWAY,APOA5,canonical
KEGG_PPAR_SIGNALING_PATHWAY,APOC3,canonical
KEGG_PPAR_SIGNALING_PATHWAY,AQP7,canonical
KEGG_PPAR_SIGNALING_PATHWAY,CD36,canonical
KEGG_PPAR_SIGNALING_PATHWAY,CPT1A,canonical
KEGG_PPAR_SIGNALING_PATHWAY,CPT1B,canonical
KEGG_PPAR_SIGNALING_PATHWAY,CPT1C,canonical
KEGG_PPAR_SIGNALING_PATHWAY,CPT2,canonical
KEGG_PPAR_SIGNALING_PATHWAY,CYP27A1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,CYP4A11,canonical
KEGG_PPAR_SIGNALING_PATHWAY,CYP4A22,canonical
KEGG_PPAR_SIGNALING_PATHWAY,CYP7A1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,CYP8B1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,DBI,canonical
KEGG_PPAR_SIGNALING_PATHWAY,EHHADH,canonical
KEGG_PPAR_SIGNALING_PATHWAY,FABP1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,FABP2,canonical
KEGG_PPAR_SIGNALING_PATHWAY,FABP3,canonical
KEGG_PPAR_SIGNALING_PATHWAY,FABP4,canonical
KEGG_PPAR_SIGNALING_PATHWAY,FABP5,canonical
KEGG_PPAR_SIGNALING_PATHWAY,FABP6,canonical
KEGG_PPAR_SIGNALING_PATHWAY,FABP7,canonical
KEGG_PPAR_SIGNALING_PATHWAY,FADS2,canonical
KEGG_PPAR_SIGNALING_PATHWAY,GK,canonical
KEGG_PPAR_SIGNALING_PATHWAY,GK2,canonical
KEGG_PPAR_SIGNALING_PATHWAY,HMGCS2,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ILK,canonical
KEGG_PPAR_SIGNALING_PATHWAY,LPL,canonical
KEGG_PPAR_SIGNALING_PATHWAY,ME1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,MMP1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,NR1H3,canonical
KEGG_PPAR_SIGNALING_PATHWAY,OLR1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,PCK1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,PCK2,canonical
KEGG_PPAR_SIGNALING_PATHWAY,PDPK1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,PLIN1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,PLTP,canonical
KEGG_PPAR_SIGNALING_PATHWAY,PPARA,canonical
KEGG_PPAR_SIGNALING_PATHWAY,PPARD,canonical
KEGG_PPAR_SIGNALING_PATHWAY,PPARG,canonical
KEGG_PPAR_SIGNALING_PATHWAY,RXRA,canonical
KEGG_PPAR_SIGNALING_PATHWAY,RXRB,canonical
KEGG_PPAR_SIGNALING_PATHWAY,RXRG,canonical
KEGG_PPAR_SIGNALING_PATHWAY,SCD,canonical
KEGG_PPAR_SIGNALING_PATHWAY,SCD5,canonical
KEGG_PPAR_SIGNALING_PATHWAY,SCP2,canonical
KEGG_PPAR_SIGNALING_PATHWAY,SLC27A1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,SLC27A2,canonical
KEGG_PPAR_SIGNALING_PATHWAY,SLC27A4,canonical
KEGG_PPAR_SIGNALING_PATHWAY,SLC27A5,canonical
KEGG_PPAR_SIGNALING_PATHWAY,SLC27A6,canonical
KEGG_PPAR_SIGNALING_PATHWAY,SORBS1,canonical
KEGG_PPAR_SIGNALING_PATHWAY,UBC,canonical
KEGG_PPAR_SIGNALING_PATHWAY,UCP1,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,ABCC8,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,ADIPOQ,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,CACNA1A,canonical
